"LGA","Title","program_title","purpose","website","category","skill","supply"
"Tablelands (R)","Better Together Community Support","National Partnerships Job Trainer Fund","The JobTrainer Fund was announced on 16 July 2020 as part of the Australian Government’s $2 billion JobTrainer Skills Package.  The JobTrainer Fund will provide up to 340,700 additional training places that are free or low fee, in areas of identified skills need for job seekers and young people, including school leavers.","https://desbt.qld.gov.au/training/training-careers/incentives/jobtrainer/job-seekers","Individuals",26,"Medium supply"
"Tablelands (R)","Better Together Community Support","Indigenous VET Partnership","The Indigenous VET Partnerships will invest in accredited training and assessment services that will improve employment outcomes for Aboriginal and Torres Strait Islanders across the state. Initiatives and programs will need to show value for money and clear pathways to employment.","https://training.qld.gov.au/community-orgs/funded/vet-partnership","Aboriginal and Torres Strait Islanders",26,"Medium supply"
"Tablelands (R)","Better Together Community Support","FSF - Pre-Apprenticeship Support","Supporting the pathway from apprentice to qualified tradesperson, including services that: focus on supporting existing apprentices who have lost their jobs; increasing the number of tradespeople through alternative apprenticeship pathways; and linking targeted pre-apprenticeship training to attainment of an apprenticeship in a priority industry. A portion of the program may also form part of Queensland's contribution to the JobTrainer Fund.

The initiative includes $4.5 million to continue the SchoolTech program, which is a collaboration between TAFE Queensland, Woree State High School, and Skill360 (a registered group training organisation). The program supports eligible students to achieve a Queensland Certificate of Education through a combination of school learning, VET delivery, and work placement.","https://desbt.qld.gov.au/training/future-skills-fund","Individuals",26,"Medium supply"
"Tablelands (R)","Ravenshoe Community Centre","Indigenous VET Partnership","The Indigenous VET Partnerships will invest in accredited training and assessment services that will improve employment outcomes for Aboriginal and Torres Strait Islanders across the state. Initiatives and programs will need to show value for money and clear pathways to employment.","https://training.qld.gov.au/community-orgs/funded/vet-partnership","Students",26,"Medium supply"
"Tablelands (R)","Ravenshoe Community Centre","Indigenous VET Partnership","The Indigenous VET Partnerships will invest in accredited training and assessment services that will improve employment outcomes for Aboriginal and Torres Strait Islanders across the state. Initiatives and programs will need to show value for money and clear pathways to employment.","https://training.qld.gov.au/community-orgs/funded/vet-partnership","Employees",26,"Medium supply"
"Tablelands (R)","Ravenshoe Community Centre","Job Finder Queensland","A new online portal that will connect Queenslanders who have lost their jobs due to COVID-19 with new job opportunities.The online portal will allow Queenslanders who are looking for work to provide information on their skills, location and work experience","https://desbt.qld.gov.au/","Individuals",26,"Medium supply"
"Tablelands (R)","Ravenshoe Community Centre","FSF - Workforce Transition Support Strategy","Future Skills Funding for Workforce Transition Support Program - $5m in 2020-21 (previously Regional Skills Adjustment Strategy)
Allocation of $5 million to support employers and workers to transition local workforce skills to take advantage of new or emerging industries during Queensland's economic recovery. The Program will focus on regional centres facing closure of major industries or emerging new industries seeking local skilled labour. TAFE Queensland Industry Liaison Officers will engage with companies that are closing and work with employees to provide career counselling, job search preparation, and training to enable them to get new jobs and link them to other opportunities. The Program will support emerging growth industries to get existing and new staff trained and allow for the delivery of non-accredited training. The Program was previously run as the Regional Skills Adjustment Strategy.","https://desbt.qld.gov.au/training/future-skills-fund","Individuals",26,"Medium supply"
"Tablelands (R)","Ravenshoe Community Centre","Creating Your Future Job","To determine if self-employment is a viable and valid pathway for those job seekers who are seeking to apply their innovative commercial skills, as well as recognising the importance of fostering those that seek to pursue this pathway.  Supporting these jobseekers can lead to stronger businesses that in turn may lead to further local job creation. ","https://desbt.qld.gov.au/","Jobseekers",26,"Medium supply"
"Tablelands (R)","Ravenshoe Community Centre","Online Infection Control Training Fund","Australian Government have provided $8.04m funding (matching state appropriation of $8.04m) for infection prevention and control training in customer-facing business to keep safe from COVID-19","https://desbt.qld.gov.au/training/training-careers/incentives/infection-control","Businesses",26,"Medium supply"
"Tablelands (R)","Ravenshoe Community Centre","National Partnerships Job Trainer Fund","The JobTrainer Fund was announced on 16 July 2020 as part of the Australian Government’s $2 billion JobTrainer Skills Package.  The JobTrainer Fund will provide up to 340,700 additional training places that are free or low fee, in areas of identified skills need for job seekers and young people, including school leavers.","https://desbt.qld.gov.au/training/training-careers/incentives/jobtrainer/job-seekers","Individuals",26,"Medium supply"
"Tablelands (R)","Ravenshoe Community Centre","Indigenous VET Partnership","The Indigenous VET Partnerships will invest in accredited training and assessment services that will improve employment outcomes for Aboriginal and Torres Strait Islanders across the state. Initiatives and programs will need to show value for money and clear pathways to employment.","https://training.qld.gov.au/community-orgs/funded/vet-partnership","Aboriginal and Torres Strait Islanders",26,"Medium supply"
"Tablelands (R)","Ravenshoe Community Centre","FSF - Pre-Apprenticeship Support","Supporting the pathway from apprentice to qualified tradesperson, including services that: focus on supporting existing apprentices who have lost their jobs; increasing the number of tradespeople through alternative apprenticeship pathways; and linking targeted pre-apprenticeship training to attainment of an apprenticeship in a priority industry. A portion of the program may also form part of Queensland's contribution to the JobTrainer Fund.

The initiative includes $4.5 million to continue the SchoolTech program, which is a collaboration between TAFE Queensland, Woree State High School, and Skill360 (a registered group training organisation). The program supports eligible students to achieve a Queensland Certificate of Education through a combination of school learning, VET delivery, and work placement.","https://desbt.qld.gov.au/training/future-skills-fund","Individuals",26,"Medium supply"
"Tablelands (R)","ECHO Neighbourhood House","Indigenous VET Partnership","The Indigenous VET Partnerships will invest in accredited training and assessment services that will improve employment outcomes for Aboriginal and Torres Strait Islanders across the state. Initiatives and programs will need to show value for money and clear pathways to employment.","https://training.qld.gov.au/community-orgs/funded/vet-partnership","Students",26,"Medium supply"
"Tablelands (R)","ECHO Neighbourhood House","Indigenous VET Partnership","The Indigenous VET Partnerships will invest in accredited training and assessment services that will improve employment outcomes for Aboriginal and Torres Strait Islanders across the state. Initiatives and programs will need to show value for money and clear pathways to employment.","https://training.qld.gov.au/community-orgs/funded/vet-partnership","Employees",26,"Medium supply"
"Tablelands (R)","ECHO Neighbourhood House","Job Finder Queensland","A new online portal that will connect Queenslanders who have lost their jobs due to COVID-19 with new job opportunities.The online portal will allow Queenslanders who are looking for work to provide information on their skills, location and work experience","https://desbt.qld.gov.au/","Individuals",26,"Medium supply"
"Tablelands (R)","ECHO Neighbourhood House","FSF - Workforce Transition Support Strategy","Future Skills Funding for Workforce Transition Support Program - $5m in 2020-21 (previously Regional Skills Adjustment Strategy)
Allocation of $5 million to support employers and workers to transition local workforce skills to take advantage of new or emerging industries during Queensland's economic recovery. The Program will focus on regional centres facing closure of major industries or emerging new industries seeking local skilled labour. TAFE Queensland Industry Liaison Officers will engage with companies that are closing and work with employees to provide career counselling, job search preparation, and training to enable them to get new jobs and link them to other opportunities. The Program will support emerging growth industries to get existing and new staff trained and allow for the delivery of non-accredited training. The Program was previously run as the Regional Skills Adjustment Strategy.","https://desbt.qld.gov.au/training/future-skills-fund","Individuals",26,"Medium supply"
"Tablelands (R)","ECHO Neighbourhood House","Creating Your Future Job","To determine if self-employment is a viable and valid pathway for those job seekers who are seeking to apply their innovative commercial skills, as well as recognising the importance of fostering those that seek to pursue this pathway.  Supporting these jobseekers can lead to stronger businesses that in turn may lead to further local job creation. ","https://desbt.qld.gov.au/","Jobseekers",26,"Medium supply"
"Tablelands (R)","ECHO Neighbourhood House","Online Infection Control Training Fund","Australian Government have provided $8.04m funding (matching state appropriation of $8.04m) for infection prevention and control training in customer-facing business to keep safe from COVID-19","https://desbt.qld.gov.au/training/training-careers/incentives/infection-control","Businesses",26,"Medium supply"
"Tablelands (R)","ECHO Neighbourhood House","National Partnerships Job Trainer Fund","The JobTrainer Fund was announced on 16 July 2020 as part of the Australian Government’s $2 billion JobTrainer Skills Package.  The JobTrainer Fund will provide up to 340,700 additional training places that are free or low fee, in areas of identified skills need for job seekers and young people, including school leavers.","https://desbt.qld.gov.au/training/training-careers/incentives/jobtrainer/job-seekers","Individuals",26,"Medium supply"
"Tablelands (R)","ECHO Neighbourhood House","Indigenous VET Partnership","The Indigenous VET Partnerships will invest in accredited training and assessment services that will improve employment outcomes for Aboriginal and Torres Strait Islanders across the state. Initiatives and programs will need to show value for money and clear pathways to employment.","https://training.qld.gov.au/community-orgs/funded/vet-partnership","Aboriginal and Torres Strait Islanders",26,"Medium supply"
"Tablelands (R)","ECHO Neighbourhood House","FSF - Pre-Apprenticeship Support","Supporting the pathway from apprentice to qualified tradesperson, including services that: focus on supporting existing apprentices who have lost their jobs; increasing the number of tradespeople through alternative apprenticeship pathways; and linking targeted pre-apprenticeship training to attainment of an apprenticeship in a priority industry. A portion of the program may also form part of Queensland's contribution to the JobTrainer Fund.

The initiative includes $4.5 million to continue the SchoolTech program, which is a collaboration between TAFE Queensland, Woree State High School, and Skill360 (a registered group training organisation). The program supports eligible students to achieve a Queensland Certificate of Education through a combination of school learning, VET delivery, and work placement.","https://desbt.qld.gov.au/training/future-skills-fund","Individuals",26,"Medium supply"
"Toowoomba (R)","Harlaxton Neighbourhood Centre","Indigenous VET Partnership","The Indigenous VET Partnerships will invest in accredited training and assessment services that will improve employment outcomes for Aboriginal and Torres Strait Islanders across the state. Initiatives and programs will need to show value for money and clear pathways to employment.","https://training.qld.gov.au/community-orgs/funded/vet-partnership","Employees",26,"High supply"
"Toowoomba (R)","Harlaxton Neighbourhood Centre","FSF - Workforce Transition Support Strategy","Future Skills Funding for Workforce Transition Support Program - $5m in 2020-21 (previously Regional Skills Adjustment Strategy)
Allocation of $5 million to support employers and workers to transition local workforce skills to take advantage of new or emerging industries during Queensland's economic recovery. The Program will focus on regional centres facing closure of major industries or emerging new industries seeking local skilled labour. TAFE Queensland Industry Liaison Officers will engage with companies that are closing and work with employees to provide career counselling, job search preparation, and training to enable them to get new jobs and link them to other opportunities. The Program will support emerging growth industries to get existing and new staff trained and allow for the delivery of non-accredited training. The Program was previously run as the Regional Skills Adjustment Strategy.","https://desbt.qld.gov.au/training/future-skills-fund","Individuals",26,"High supply"
"Toowoomba (R)","Harlaxton Neighbourhood Centre","Indigenous VET Partnership","The Indigenous VET Partnerships will invest in accredited training and assessment services that will improve employment outcomes for Aboriginal and Torres Strait Islanders across the state. Initiatives and programs will need to show value for money and clear pathways to employment.","https://training.qld.gov.au/community-orgs/funded/vet-partnership","Students",26,"High supply"
"Toowoomba (R)","Harlaxton Neighbourhood Centre","National Partnerships Job Trainer Fund","The JobTrainer Fund was announced on 16 July 2020 as part of the Australian Government’s $2 billion JobTrainer Skills Package.  The JobTrainer Fund will provide up to 340,700 additional training places that are free or low fee, in areas of identified skills need for job seekers and young people, including school leavers.","https://desbt.qld.gov.au/training/training-careers/incentives/jobtrainer/job-seekers","Individuals",26,"High supply"
"Toowoomba (R)","Harlaxton Neighbourhood Centre","Indigenous VET Partnership","The Indigenous VET Partnerships will invest in accredited training and assessment services that will improve employment outcomes for Aboriginal and Torres Strait Islanders across the state. Initiatives and programs will need to show value for money and clear pathways to employment.","https://training.qld.gov.au/community-orgs/funded/vet-partnership","Aboriginal and Torres Strait Islanders",26,"High supply"
"Toowoomba (R)","Harlaxton Neighbourhood Centre","Creating Your Future Job","To determine if self-employment is a viable and valid pathway for those job seekers who are seeking to apply their innovative commercial skills, as well as recognising the importance of fostering those that seek to pursue this pathway.  Supporting these jobseekers can lead to stronger businesses that in turn may lead to further local job creation. ","https://desbt.qld.gov.au/","Jobseekers",26,"High supply"
"Toowoomba (R)","Harlaxton Neighbourhood Centre","Online Infection Control Training Fund","Australian Government have provided $8.04m funding (matching state appropriation of $8.04m) for infection prevention and control training in customer-facing business to keep safe from COVID-19","https://desbt.qld.gov.au/training/training-careers/incentives/infection-control","Businesses",26,"High supply"
"Toowoomba (R)","Harlaxton Neighbourhood Centre","FSF - Pre-Apprenticeship Support","Supporting the pathway from apprentice to qualified tradesperson, including services that: focus on supporting existing apprentices who have lost their jobs; increasing the number of tradespeople through alternative apprenticeship pathways; and linking targeted pre-apprenticeship training to attainment of an apprenticeship in a priority industry. A portion of the program may also form part of Queensland's contribution to the JobTrainer Fund.

The initiative includes $4.5 million to continue the SchoolTech program, which is a collaboration between TAFE Queensland, Woree State High School, and Skill360 (a registered group training organisation). The program supports eligible students to achieve a Queensland Certificate of Education through a combination of school learning, VET delivery, and work placement.","https://desbt.qld.gov.au/training/future-skills-fund","Individuals",26,"High supply"
"Toowoomba (R)","Harlaxton Neighbourhood Centre","Job Finder Queensland","A new online portal that will connect Queenslanders who have lost their jobs due to COVID-19 with new job opportunities.The online portal will allow Queenslanders who are looking for work to provide information on their skills, location and work experience","https://desbt.qld.gov.au/","Individuals",26,"High supply"
"Toowoomba (R)","Millmerran Shire Community Support Service","Indigenous VET Partnership","The Indigenous VET Partnerships will invest in accredited training and assessment services that will improve employment outcomes for Aboriginal and Torres Strait Islanders across the state. Initiatives and programs will need to show value for money and clear pathways to employment.","https://training.qld.gov.au/community-orgs/funded/vet-partnership","Employees",26,"High supply"
"Toowoomba (R)","Millmerran Shire Community Support Service","FSF - Workforce Transition Support Strategy","Future Skills Funding for Workforce Transition Support Program - $5m in 2020-21 (previously Regional Skills Adjustment Strategy)
Allocation of $5 million to support employers and workers to transition local workforce skills to take advantage of new or emerging industries during Queensland's economic recovery. The Program will focus on regional centres facing closure of major industries or emerging new industries seeking local skilled labour. TAFE Queensland Industry Liaison Officers will engage with companies that are closing and work with employees to provide career counselling, job search preparation, and training to enable them to get new jobs and link them to other opportunities. The Program will support emerging growth industries to get existing and new staff trained and allow for the delivery of non-accredited training. The Program was previously run as the Regional Skills Adjustment Strategy.","https://desbt.qld.gov.au/training/future-skills-fund","Individuals",26,"High supply"
"Toowoomba (R)","Millmerran Shire Community Support Service","Indigenous VET Partnership","The Indigenous VET Partnerships will invest in accredited training and assessment services that will improve employment outcomes for Aboriginal and Torres Strait Islanders across the state. Initiatives and programs will need to show value for money and clear pathways to employment.","https://training.qld.gov.au/community-orgs/funded/vet-partnership","Students",26,"High supply"
"Toowoomba (R)","Millmerran Shire Community Support Service","National Partnerships Job Trainer Fund","The JobTrainer Fund was announced on 16 July 2020 as part of the Australian Government’s $2 billion JobTrainer Skills Package.  The JobTrainer Fund will provide up to 340,700 additional training places that are free or low fee, in areas of identified skills need for job seekers and young people, including school leavers.","https://desbt.qld.gov.au/training/training-careers/incentives/jobtrainer/job-seekers","Individuals",26,"High supply"
"Toowoomba (R)","Millmerran Shire Community Support Service","Indigenous VET Partnership","The Indigenous VET Partnerships will invest in accredited training and assessment services that will improve employment outcomes for Aboriginal and Torres Strait Islanders across the state. Initiatives and programs will need to show value for money and clear pathways to employment.","https://training.qld.gov.au/community-orgs/funded/vet-partnership","Aboriginal and Torres Strait Islanders",26,"High supply"
"Toowoomba (R)","Millmerran Shire Community Support Service","Creating Your Future Job","To determine if self-employment is a viable and valid pathway for those job seekers who are seeking to apply their innovative commercial skills, as well as recognising the importance of fostering those that seek to pursue this pathway.  Supporting these jobseekers can lead to stronger businesses that in turn may lead to further local job creation. ","https://desbt.qld.gov.au/","Jobseekers",26,"High supply"
"Toowoomba (R)","Millmerran Shire Community Support Service","Online Infection Control Training Fund","Australian Government have provided $8.04m funding (matching state appropriation of $8.04m) for infection prevention and control training in customer-facing business to keep safe from COVID-19","https://desbt.qld.gov.au/training/training-careers/incentives/infection-control","Businesses",26,"High supply"
"Toowoomba (R)","Millmerran Shire Community Support Service","FSF - Pre-Apprenticeship Support","Supporting the pathway from apprentice to qualified tradesperson, including services that: focus on supporting existing apprentices who have lost their jobs; increasing the number of tradespeople through alternative apprenticeship pathways; and linking targeted pre-apprenticeship training to attainment of an apprenticeship in a priority industry. A portion of the program may also form part of Queensland's contribution to the JobTrainer Fund.

The initiative includes $4.5 million to continue the SchoolTech program, which is a collaboration between TAFE Queensland, Woree State High School, and Skill360 (a registered group training organisation). The program supports eligible students to achieve a Queensland Certificate of Education through a combination of school learning, VET delivery, and work placement.","https://desbt.qld.gov.au/training/future-skills-fund","Individuals",26,"High supply"
"Toowoomba (R)","Millmerran Shire Community Support Service","Job Finder Queensland","A new online portal that will connect Queenslanders who have lost their jobs due to COVID-19 with new job opportunities.The online portal will allow Queenslanders who are looking for work to provide information on their skills, location and work experience","https://desbt.qld.gov.au/","Individuals",26,"High supply"
"Toowoomba (R)","East Creek Community Centre","Indigenous VET Partnership","The Indigenous VET Partnerships will invest in accredited training and assessment services that will improve employment outcomes for Aboriginal and Torres Strait Islanders across the state. Initiatives and programs will need to show value for money and clear pathways to employment.","https://training.qld.gov.au/community-orgs/funded/vet-partnership","Employees",26,"High supply"
"Toowoomba (R)","East Creek Community Centre","FSF - Workforce Transition Support Strategy","Future Skills Funding for Workforce Transition Support Program - $5m in 2020-21 (previously Regional Skills Adjustment Strategy)
Allocation of $5 million to support employers and workers to transition local workforce skills to take advantage of new or emerging industries during Queensland's economic recovery. The Program will focus on regional centres facing closure of major industries or emerging new industries seeking local skilled labour. TAFE Queensland Industry Liaison Officers will engage with companies that are closing and work with employees to provide career counselling, job search preparation, and training to enable them to get new jobs and link them to other opportunities. The Program will support emerging growth industries to get existing and new staff trained and allow for the delivery of non-accredited training. The Program was previously run as the Regional Skills Adjustment Strategy.","https://desbt.qld.gov.au/training/future-skills-fund","Individuals",26,"High supply"
"Toowoomba (R)","East Creek Community Centre","Indigenous VET Partnership","The Indigenous VET Partnerships will invest in accredited training and assessment services that will improve employment outcomes for Aboriginal and Torres Strait Islanders across the state. Initiatives and programs will need to show value for money and clear pathways to employment.","https://training.qld.gov.au/community-orgs/funded/vet-partnership","Students",26,"High supply"
"Toowoomba (R)","East Creek Community Centre","National Partnerships Job Trainer Fund","The JobTrainer Fund was announced on 16 July 2020 as part of the Australian Government’s $2 billion JobTrainer Skills Package.  The JobTrainer Fund will provide up to 340,700 additional training places that are free or low fee, in areas of identified skills need for job seekers and young people, including school leavers.","https://desbt.qld.gov.au/training/training-careers/incentives/jobtrainer/job-seekers","Individuals",26,"High supply"
"Toowoomba (R)","East Creek Community Centre","Indigenous VET Partnership","The Indigenous VET Partnerships will invest in accredited training and assessment services that will improve employment outcomes for Aboriginal and Torres Strait Islanders across the state. Initiatives and programs will need to show value for money and clear pathways to employment.","https://training.qld.gov.au/community-orgs/funded/vet-partnership","Aboriginal and Torres Strait Islanders",26,"High supply"
"Toowoomba (R)","East Creek Community Centre","Creating Your Future Job","To determine if self-employment is a viable and valid pathway for those job seekers who are seeking to apply their innovative commercial skills, as well as recognising the importance of fostering those that seek to pursue this pathway.  Supporting these jobseekers can lead to stronger businesses that in turn may lead to further local job creation. ","https://desbt.qld.gov.au/","Jobseekers",26,"High supply"
"Toowoomba (R)","East Creek Community Centre","Online Infection Control Training Fund","Australian Government have provided $8.04m funding (matching state appropriation of $8.04m) for infection prevention and control training in customer-facing business to keep safe from COVID-19","https://desbt.qld.gov.au/training/training-careers/incentives/infection-control","Businesses",26,"High supply"
"Toowoomba (R)","East Creek Community Centre","FSF - Pre-Apprenticeship Support","Supporting the pathway from apprentice to qualified tradesperson, including services that: focus on supporting existing apprentices who have lost their jobs; increasing the number of tradespeople through alternative apprenticeship pathways; and linking targeted pre-apprenticeship training to attainment of an apprenticeship in a priority industry. A portion of the program may also form part of Queensland's contribution to the JobTrainer Fund.

The initiative includes $4.5 million to continue the SchoolTech program, which is a collaboration between TAFE Queensland, Woree State High School, and Skill360 (a registered group training organisation). The program supports eligible students to achieve a Queensland Certificate of Education through a combination of school learning, VET delivery, and work placement.","https://desbt.qld.gov.au/training/future-skills-fund","Individuals",26,"High supply"
"Toowoomba (R)","East Creek Community Centre","Job Finder Queensland","A new online portal that will connect Queenslanders who have lost their jobs due to COVID-19 with new job opportunities.The online portal will allow Queenslanders who are looking for work to provide information on their skills, location and work experience","https://desbt.qld.gov.au/","Individuals",26,"High supply"
"Toowoomba (R)","Wilsonton Heights Neighbourhood Centre","Indigenous VET Partnership","The Indigenous VET Partnerships will invest in accredited training and assessment services that will improve employment outcomes for Aboriginal and Torres Strait Islanders across the state. Initiatives and programs will need to show value for money and clear pathways to employment.","https://training.qld.gov.au/community-orgs/funded/vet-partnership","Employees",26,"High supply"
"Toowoomba (R)","Wilsonton Heights Neighbourhood Centre","FSF - Workforce Transition Support Strategy","Future Skills Funding for Workforce Transition Support Program - $5m in 2020-21 (previously Regional Skills Adjustment Strategy)
Allocation of $5 million to support employers and workers to transition local workforce skills to take advantage of new or emerging industries during Queensland's economic recovery. The Program will focus on regional centres facing closure of major industries or emerging new industries seeking local skilled labour. TAFE Queensland Industry Liaison Officers will engage with companies that are closing and work with employees to provide career counselling, job search preparation, and training to enable them to get new jobs and link them to other opportunities. The Program will support emerging growth industries to get existing and new staff trained and allow for the delivery of non-accredited training. The Program was previously run as the Regional Skills Adjustment Strategy.","https://desbt.qld.gov.au/training/future-skills-fund","Individuals",26,"High supply"
"Toowoomba (R)","Wilsonton Heights Neighbourhood Centre","Indigenous VET Partnership","The Indigenous VET Partnerships will invest in accredited training and assessment services that will improve employment outcomes for Aboriginal and Torres Strait Islanders across the state. Initiatives and programs will need to show value for money and clear pathways to employment.","https://training.qld.gov.au/community-orgs/funded/vet-partnership","Students",26,"High supply"
"Toowoomba (R)","Wilsonton Heights Neighbourhood Centre","National Partnerships Job Trainer Fund","The JobTrainer Fund was announced on 16 July 2020 as part of the Australian Government’s $2 billion JobTrainer Skills Package.  The JobTrainer Fund will provide up to 340,700 additional training places that are free or low fee, in areas of identified skills need for job seekers and young people, including school leavers.","https://desbt.qld.gov.au/training/training-careers/incentives/jobtrainer/job-seekers","Individuals",26,"High supply"
"Toowoomba (R)","Wilsonton Heights Neighbourhood Centre","Indigenous VET Partnership","The Indigenous VET Partnerships will invest in accredited training and assessment services that will improve employment outcomes for Aboriginal and Torres Strait Islanders across the state. Initiatives and programs will need to show value for money and clear pathways to employment.","https://training.qld.gov.au/community-orgs/funded/vet-partnership","Aboriginal and Torres Strait Islanders",26,"High supply"
"Toowoomba (R)","Wilsonton Heights Neighbourhood Centre","Creating Your Future Job","To determine if self-employment is a viable and valid pathway for those job seekers who are seeking to apply their innovative commercial skills, as well as recognising the importance of fostering those that seek to pursue this pathway.  Supporting these jobseekers can lead to stronger businesses that in turn may lead to further local job creation. ","https://desbt.qld.gov.au/","Jobseekers",26,"High supply"
"Toowoomba (R)","Wilsonton Heights Neighbourhood Centre","Online Infection Control Training Fund","Australian Government have provided $8.04m funding (matching state appropriation of $8.04m) for infection prevention and control training in customer-facing business to keep safe from COVID-19","https://desbt.qld.gov.au/training/training-careers/incentives/infection-control","Businesses",26,"High supply"
"Toowoomba (R)","Wilsonton Heights Neighbourhood Centre","FSF - Pre-Apprenticeship Support","Supporting the pathway from apprentice to qualified tradesperson, including services that: focus on supporting existing apprentices who have lost their jobs; increasing the number of tradespeople through alternative apprenticeship pathways; and linking targeted pre-apprenticeship training to attainment of an apprenticeship in a priority industry. A portion of the program may also form part of Queensland's contribution to the JobTrainer Fund.

The initiative includes $4.5 million to continue the SchoolTech program, which is a collaboration between TAFE Queensland, Woree State High School, and Skill360 (a registered group training organisation). The program supports eligible students to achieve a Queensland Certificate of Education through a combination of school learning, VET delivery, and work placement.","https://desbt.qld.gov.au/training/future-skills-fund","Individuals",26,"High supply"
"Toowoomba (R)","Wilsonton Heights Neighbourhood Centre","Job Finder Queensland","A new online portal that will connect Queenslanders who have lost their jobs due to COVID-19 with new job opportunities.The online portal will allow Queenslanders who are looking for work to provide information on their skills, location and work experience","https://desbt.qld.gov.au/","Individuals",26,"High supply"
"Torres (S)","Thursday Island Neighbourhood Centre","FSF - Pre-Apprenticeship Support","Supporting the pathway from apprentice to qualified tradesperson, including services that: focus on supporting existing apprentices who have lost their jobs; increasing the number of tradespeople through alternative apprenticeship pathways; and linking targeted pre-apprenticeship training to attainment of an apprenticeship in a priority industry. A portion of the program may also form part of Queensland's contribution to the JobTrainer Fund.

The initiative includes $4.5 million to continue the SchoolTech program, which is a collaboration between TAFE Queensland, Woree State High School, and Skill360 (a registered group training organisation). The program supports eligible students to achieve a Queensland Certificate of Education through a combination of school learning, VET delivery, and work placement.","https://desbt.qld.gov.au/training/future-skills-fund","Individuals",26,"Low supply"
"Torres (S)","Thursday Island Neighbourhood Centre","Indigenous VET Partnership","The Indigenous VET Partnerships will invest in accredited training and assessment services that will improve employment outcomes for Aboriginal and Torres Strait Islanders across the state. Initiatives and programs will need to show value for money and clear pathways to employment.","https://training.qld.gov.au/community-orgs/funded/vet-partnership","Employees",26,"Low supply"
"Torres (S)","Thursday Island Neighbourhood Centre","Job Finder Queensland","A new online portal that will connect Queenslanders who have lost their jobs due to COVID-19 with new job opportunities.The online portal will allow Queenslanders who are looking for work to provide information on their skills, location and work experience","https://desbt.qld.gov.au/","Individuals",26,"Low supply"
"Torres (S)","Thursday Island Neighbourhood Centre","FSF - Workforce Transition Support Strategy","Future Skills Funding for Workforce Transition Support Program - $5m in 2020-21 (previously Regional Skills Adjustment Strategy)
Allocation of $5 million to support employers and workers to transition local workforce skills to take advantage of new or emerging industries during Queensland's economic recovery. The Program will focus on regional centres facing closure of major industries or emerging new industries seeking local skilled labour. TAFE Queensland Industry Liaison Officers will engage with companies that are closing and work with employees to provide career counselling, job search preparation, and training to enable them to get new jobs and link them to other opportunities. The Program will support emerging growth industries to get existing and new staff trained and allow for the delivery of non-accredited training. The Program was previously run as the Regional Skills Adjustment Strategy.","https://desbt.qld.gov.au/training/future-skills-fund","Individuals",26,"Low supply"
"Torres (S)","Thursday Island Neighbourhood Centre","Indigenous VET Partnership","The Indigenous VET Partnerships will invest in accredited training and assessment services that will improve employment outcomes for Aboriginal and Torres Strait Islanders across the state. Initiatives and programs will need to show value for money and clear pathways to employment.","https://training.qld.gov.au/community-orgs/funded/vet-partnership","Students",26,"Low supply"
"Torres (S)","Thursday Island Neighbourhood Centre","National Partnerships Job Trainer Fund","The JobTrainer Fund was announced on 16 July 2020 as part of the Australian Government’s $2 billion JobTrainer Skills Package.  The JobTrainer Fund will provide up to 340,700 additional training places that are free or low fee, in areas of identified skills need for job seekers and young people, including school leavers.","https://desbt.qld.gov.au/training/training-careers/incentives/jobtrainer/job-seekers","Individuals",26,"Low supply"
"Torres (S)","Thursday Island Neighbourhood Centre","Indigenous VET Partnership","The Indigenous VET Partnerships will invest in accredited training and assessment services that will improve employment outcomes for Aboriginal and Torres Strait Islanders across the state. Initiatives and programs will need to show value for money and clear pathways to employment.","https://training.qld.gov.au/community-orgs/funded/vet-partnership","Aboriginal and Torres Strait Islanders",26,"Low supply"
"Torres (S)","Thursday Island Neighbourhood Centre","Creating Your Future Job","To determine if self-employment is a viable and valid pathway for those job seekers who are seeking to apply their innovative commercial skills, as well as recognising the importance of fostering those that seek to pursue this pathway.  Supporting these jobseekers can lead to stronger businesses that in turn may lead to further local job creation. ","https://desbt.qld.gov.au/","Jobseekers",26,"Low supply"
"Torres (S)","Thursday Island Neighbourhood Centre","Online Infection Control Training Fund","Australian Government have provided $8.04m funding (matching state appropriation of $8.04m) for infection prevention and control training in customer-facing business to keep safe from COVID-19","https://desbt.qld.gov.au/training/training-careers/incentives/infection-control","Businesses",26,"Low supply"
"Townsville (C)","Upper Ross Community Centre","Online Infection Control Training Fund","Australian Government have provided $8.04m funding (matching state appropriation of $8.04m) for infection prevention and control training in customer-facing business to keep safe from COVID-19","https://desbt.qld.gov.au/training/training-careers/incentives/infection-control","Businesses",26,"High supply"
"Townsville (C)","Upper Ross Community Centre","National Partnerships Job Trainer Fund","The JobTrainer Fund was announced on 16 July 2020 as part of the Australian Government’s $2 billion JobTrainer Skills Package.  The JobTrainer Fund will provide up to 340,700 additional training places that are free or low fee, in areas of identified skills need for job seekers and young people, including school leavers.","https://desbt.qld.gov.au/training/training-careers/incentives/jobtrainer/job-seekers","Individuals",26,"High supply"
